gvkey,iid,gvkeyx,from,thru,conm,indextype,tic,spii,spmi,indexcat,co_conm,co_tic,co_cusip,co_cik,co_sic,co_naics
014590,02,000003,1995/07/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FREEPORT-MCMORAN INC,FCX,35671D857,0000831259,1000,212234
011502,01,000003,1995/08/18,2002/02/10,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WILLAMETTE INDUSTRIES,WLL.1,969133107,0000107189,2621,322121
012124,01,000003,1995/09/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MORGAN STANLEY,MS,617446448,0000895421,6211,523110
004682,01,000003,1995/10/23,2001/02/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,U S BANCORP/DE-OLD,USB.1,902973106,,6020,522110
004611,02,000003,1995/11/08,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MACY'S INC,M,55616P104,0000794367,5311,452111
008455,01,000003,1995/11/27,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PPL CORP,PPL,69351T106,0000922224,4911,2211
003231,01,000003,1995/12/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMERICA INC,CMA,200340107,0000028412,6020,522110
027914,01,000003,1995/12/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUMANA INC,HUM,444859102,0000049071,6324,621491
006529,01,000003,1995/12/14,2014/05/07,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LSI CORP,LSI.1,502161102,0000703360,3674,334413
061739,01,000003,1995/12/20,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARTFORD FINANCIAL SERVICES,HIG,416515104,0000874766,6331,524126
004640,01,000003,1996/03/08,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FIFTH THIRD BANCORP,FITB,316773100,0000035527,6020,522110
012053,01,000003,1996/03/28,2016/09/07,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EMC CORP/MA,EMC,268648102,0000790070,3572,334112
001164,01,000003,1996/04/01,2002/05/14,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCI INC,MCIP,98157D106,0000723527,4813,517110
003221,01,000003,1996/04/23,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AON PLC,AON,G0408V102,0000315293,6411,524210
062897,01,000003,1996/05/31,2004/03/24,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TUPPERWARE BRANDS CORP,TUP,899896104,0001008654,3089,326199
024379,01,000003,1996/07/19,2008/10/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MGIC INVESTMENT CORP/WI,MTG,552848103,0000876437,6351,524126
014489,01,000003,1996/09/06,2013/10/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DELL TECHNOLOGIES INC,DELL,24702R101,0001571996,3571,334111
062599,01,000003,1996/10/01,2006/11/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LUCENT TECHNOLOGIES INC,LU,549463107,0001006240,7373,541512
063800,01,000003,1996/11/04,2010/02/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IMS HEALTH HOLDINGS INC,IMS,449934108,0001595262,8700,541910
013561,01,000003,1996/12/03,2009/12/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MBIA INC,MBI,55262C100,0000814585,6351,524126
031166,01,000003,1996/12/19,2006/04/23,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GUIDANT CORP,GDT,401698105,0000929987,3841,339112
010530,01,000003,1997/01/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,THERMO FISHER SCIENTIFIC INC,TMO,883556102,0000097745,3826,334516
023809,01,000003,1997/01/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AUTOZONE INC,AZO,053332102,0000866787,5531,441310
012589,01,000003,1997/01/08,2003/03/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ENCOMPASS HEALTH CORP,EHC,29261A100,0000785161,8060,622310
012603,01,000003,1997/01/15,2002/07/24,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CNO FINANCIAL GROUP INC,CNO,208464107,0001224608,6321,524114
018699,01,000003,1997/04/03,2007/01/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PTC INC,PTC,69370C100,0000857005,7372,511210
012540,01,000003,1997/05/06,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADOBE INC,ADBE,00724F101,0000796343,7372,511210
002751,01,000003,1997/05/27,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARDINAL HEALTH INC,CAH,14149Y108,0000721371,5122,424210
013988,01,000003,1997/06/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SCHWAB (CHARLES) CORP,SCHW,808513105,0000316709,6282,523920
002731,01,000003,1997/06/11,2005/10/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROVIDIAN FINANCIAL CORP,PVN,74406A102,0001035713,6020,522110
003555,01,000003,1997/06/18,2008/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COUNTRYWIDE FINANCIAL CORP,CFC.3,222372104,0000025191,6162,522292
004423,01,000003,1997/06/19,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EQUIFAX INC,EFX,294429105,0000033185,7323,561450
016243,01,000003,1997/07/02,2008/09/29,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WASHINGTON MUTUAL INC,WAMUQ,939322103,,6035,522120
001678,01,000003,1997/07/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APACHE CORP,APA,037411105,0000006769,1311,211111
011923,01,000003,1997/07/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANADARKO PETROLEUM CORP,APC,032511107,0000773910,1311,211111
013341,01,000003,1997/08/04,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PROGRESSIVE CORP-OHIO,PGR,743315103,0000080661,6331,524126
005786,01,000003,1997/08/06,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HUNTINGTON BANCSHARES,HBAN,446150104,0000049196,6020,522110
010035,01,000003,1997/08/18,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STATE STREET CORP,STT,857477103,0000093751,6020,523920
003105,01,000003,1997/09/01,2008/07/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,IHEARTMEDIA INC,IHRTQ,184502102,0001400891,4832,515112
006304,01,000003,1997/09/15,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KLA-TENCOR CORP,KLAC,482480100,0000319201,3827,333314
065417,01,000003,1997/10/07,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,YUM BRANDS INC,YUM,988498101,0001041061,5812,722513
013041,01,000003,1997/11/28,2008/01/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYNOVUS FINANCIAL CORP,SNV,87161C501,0000018349,6020,522110
011856,01,000003,1997/12/04,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BB&T CORP,BBT,054937107,0000092230,6020,522110
014824,01,000003,1997/12/18,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CINCINNATI FINANCIAL CORP,CINF,172062101,0000020286,6331,524126
004066,01,000003,1997/12/24,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OMNICOM GROUP,OMC,681919106,0000029989,7311,541810
030128,01,000003,1998/01/12,2008/09/16,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEHMAN BROTHERS HOLDINGS INC,LEHMQ,524908100,0000806085,6211,523110
012123,01,000003,1998/01/20,2013/02/13,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIG LOTS INC,BIG,089302103,0000768835,5331,452990
010909,01,000003,1998/01/28,2001/02/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SUMMIT BANCORP,SUB.2,866005101,0000101320,6020,522110
007982,01,000003,1998/01/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NORTHERN TRUST CORP,NTRS,665859104,0000073124,6020,522110
009555,01,000003,1998/04/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SEALED AIR CORP,SEE,81211K100,0001012100,3081,326113
024870,01,000003,1998/04/01,2005/08/14,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NEXTEL COMMUNICATIONS INC,NXTL,65332V103,0000824169,4812,517212
029345,01,000003,1998/04/27,2006/07/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GATEWAY INC,GTW,367626108,0000895812,3571,334111
004885,01,000003,1998/04/29,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FRANKLIN RESOURCES INC,BEN,354613101,0000038777,6282,523920
028930,02,000003,1998/05/21,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MARRIOTT INTL INC,MAR,571903202,0001048286,7011,721110
030990,01,000003,1998/07/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CAPITAL ONE FINANCIAL CORP,COF,14040H105,0000927628,6141,522210
011818,01,000003,1998/07/01,2008/06/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEAR STEARNS COMPANIES INC,BSC.1,073902108,0000777001,6211,523120
010121,04,000003,1998/07/01,2018/06/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NAVIENT CORP,NAVI,63938C108,0001593538,6111,522298
004016,01,000003,1998/07/16,2007/07/08,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DOLLAR GENERAL CORP,DG,256669102,0000029534,5331,452990
014477,01,000003,1998/07/17,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WASTE MANAGEMENT INC,WM,94106L109,0000823768,4953,562111
005074,01,000003,1998/08/11,2008/08/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ELECTRONIC DATA SYSTEMS CORP,EDS.,285661104,0001007456,7370,541513
025283,01,000003,1998/08/14,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KOHL'S CORP,KSS,500255104,0000885639,5311,452111
004674,01,000003,1998/08/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,REGIONS FINANCIAL CORP,RF,7591EP100,0001281761,6020,522110
024607,01,000003,1998/09/28,2007/11/08,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MANOR CARE INC,HCR,564055101,0000878736,8051,623110
008402,01,000003,1998/10/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PAYCHEX INC,PAYX,704326107,0000723531,8721,541214
010868,01,000003,1998/10/01,2004/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,UNION PLANTERS CORP,UPC.,908068109,0000100893,6020,522110
014650,01,000003,1998/10/01,2013/09/10,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BMC SOFTWARE INC,BMC,055921100,0000835729,7372,511210
024216,01,000003,1998/10/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AES CORP,AES,00130H105,0000874761,4991,22111
025944,01,000003,1998/10/02,2004/12/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PEOPLESOFT INC,PSFT.,712713106,0000875570,7372,511210
015521,01,000003,1998/10/07,2017/09/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STAPLES INC,SPLS,855030102,0000791519,5110,424120
012756,01,000003,1998/10/08,2016/05/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COCA-COLA EUROPEAN PARTNERS,CCEP,G25839104,0001650107,2086,312111
009359,01,000003,1998/11/13,2015/01/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SAFEWAY INC,SWY,786514208,0000086144,5411,445110
003735,01,000003,1998/11/18,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DANAHER CORP,DHR,235851102,0000313616,3826,334516
116245,01,000003,1998/11/24,2004/04/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SPRINT PCS GROUP,PCS.1,852061506,,4812,517212
013498,01,000003,1998/12/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CARNIVAL CORP/PLC (USA),CCL,143658300,0000815097,4400,483112
017110,01,000003,1998/12/31,2007/10/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOLECTRON CORP,SLR,834182107,0000835541,3672,334412
004723,01,000003,1999/01/04,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,U S BANCORP,USB,902973304,0000036104,6020,522110
026011,01,000003,1999/01/04,2012/01/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMPUWARE CORP,CPWR.1,205638109,0000859014,7372,511210
025056,01,000003,1999/01/04,2018/06/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIME WARNER INC,TWX,887317303,0001105705,4888,512110
007171,01,000003,1999/01/13,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MCKESSON CORP,MCK,58155Q103,0000927653,5122,424210
009880,01,000003,1999/03/01,2004/10/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SOUTHTRUST CORP,SOTR,844730101,0000092081,6020,522110
001619,01,000003,1999/03/10,2006/11/05,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMSOUTH BANCORPORATION,ASO.1,032165102,0000003133,6020,522110
002884,01,000003,1999/03/25,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CENTURYLINK INC,CTL,156700106,0000018926,4813,517110
027845,01,000003,1999/04/12,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLERGAN PLC,AGN,G0177J108,0001578845,2834,325412
003439,01,000003,1999/05/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CMS ENERGY CORP,CMS,125896100,0000811156,4931,22111
001449,01,000003,1999/05/28,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AFLAC INC,AFL,001055102,0000004977,6321,524114
118122,01,000003,1999/05/28,2005/10/10,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,APTIV PLC,APTV,247126105,0001521332,3714,336320
027766,01,000003,1999/06/09,2004/11/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,WELLPOINT HEALTH NETWRKS INC,WLP.1,94973H108,0001013220,6324,524114
014624,01,000003,1999/06/24,2010/12/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OFFICE DEPOT INC,ODP,676220106,0000800240,5940,453210
061591,01,000003,1999/06/25,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NETAPP INC,NTAP,64110D104,0001002047,3572,334112
002184,01,000003,1999/06/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BEST BUY CO INC,BBY,086516101,0000764478,5731,443142
011228,01,000003,1999/07/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VULCAN MATERIALS CO,VMC,929160109,0001396009,1400,212319
024800,01,000003,1999/07/22,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUALCOMM INC,QCOM,747525103,0000804328,3674,334413
001013,01,000003,1999/08/02,2007/07/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ADC TELECOMMUNICATIONS INC,ADCT,000886309,0000061478,3661,334210
022140,02,000003,1999/08/02,2008/12/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLIED WASTE INDUSTRIES INC,AW,019589308,0000848865,4953,562111
114303,03,000003,1999/08/09,2002/09/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONOCO INC,COC1,208251504,0001066806,2911,324110
061552,01,000003,1999/08/13,2012/09/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEXMARK INTL INC  -CL A,LXK,529771107,0001001288,3577,334118
010621,02,000003,1999/09/20,2001/09/17,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TOSCO CORP,TOS.1,891490302,0000074091,2911,324110
113491,01,000003,1999/09/29,2001/10/09,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,GLOBAL CROSSING LTD,GLBC,G3921A100,0001061322,4813,517110
012256,01,000003,1999/10/01,2001/05/13,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STEEL EXCEL INC,SXCL,858122203,0000709804,1389,213112
025338,01,000003,1999/10/01,2017/07/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BED BATH & BEYOND INC,BBBY,075896100,0000886158,5700,442299
001075,01,000003,1999/10/04,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PINNACLE WEST CAPITAL CORP,PNW,723484101,0000764622,4911,2211
001632,01,000003,1999/10/12,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ANALOG DEVICES,ADI,032654105,0000006281,3674,334413
012138,01,000003,1999/10/13,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PRICE (T. ROWE) GROUP,TROW,74144T108,0001113169,6282,523930
006649,01,000003,1999/10/18,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LEGGETT & PLATT INC,LEG,524660107,0000058492,2510,337910
004242,01,000003,1999/10/26,2012/05/24,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EL PASO CORP,EP,28336L109,0001066107,4922,486210
012884,01,000003,1999/10/27,2007/01/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,COMVERSE TECHNOLOGY INC,CMVT,205862402,0000803014,7372,511210
125533,01,000003,1999/11/05,2010/11/16,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PACTIV CORP,PTV,695257105,0001089976,3089,326199
022325,01,000003,1999/11/08,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,XILINX INC,XLNX,983919101,0000743988,3674,334413
010453,01,000003,1999/11/15,2013/12/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TERADYNE INC,TER,880770102,0000097210,3825,334515
030095,01,000003,1999/11/16,2003/09/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,QUINTILES TRANSNATIONAL CORP,0573B,748767100,0000919623,8731,541710
061676,01,000003,1999/12/01,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CITRIX SYSTEMS INC,CTXS,177376100,0000877890,7372,511210
007506,01,000003,1999/12/01,2013/12/09,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOLEX INC,MOLX,608554101,0000067472,3678,334417
008118,01,000003,1999/12/02,2001/04/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,OLD KENT FINANCIAL CORP,OK.2,679833103,0000746969,6020,522110
062634,01,000003,1999/12/08,2017/06/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTABA INC,AABA,021346101,0001011006,7370,519130
028338,01,000003,1999/12/31,2008/12/18,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TRANSOCEAN LTD,RIG,H8817H100,0001451505,1381,213111
007648,01,000003,2000/01/04,2007/09/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NCR CORP,NCR,62886E108,0000070866,7370,54151
012389,01,000003,2000/01/31,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,HARLEY-DAVIDSON INC,HOG,412822108,0000793952,3751,336991
116526,01,000003,2000/01/31,2002/06/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONEXANT SYSTEMS INC,CNXT.1,207142308,0001069353,3674,334413
002226,01,000003,2000/01/31,2003/11/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BIOGEN INC-OLD,BGEN,090597105,0000714655,2836,325414
063766,01,000003,2000/03/16,2007/04/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SABRE HOLDINGS CORP  -CL A,TSG.2,785905100,0001020265,7373,541512
029356,01,000003,2000/04/03,2005/07/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VERITAS SOFTWARE CORP,VRTS.1,923436109,0001084408,7372,511210
012216,01,000003,2000/04/03,2017/03/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,LINEAR TECHNOLOGY CORP,LLTC,535678106,0000791907,3674,334413
014324,01,000003,2000/04/18,2015/12/28,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALTERA CORP,ALTR.1,021441100,0000768251,3674,334413
062602,01,000003,2000/05/05,2002/05/12,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SAPIENT CORP,SAPE,803062108,0001008817,7373,541512
063180,01,000003,2000/05/05,2006/01/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SIEBEL SYSTEMS INC,SEBL,826170102,0001006835,7372,511210
014256,01,000003,2000/05/10,2007/09/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MAXIM INTEGRATED PRODUCTS,MXIM,57772K101,0000743316,3674,334413
014565,01,000003,2000/06/01,2007/02/14,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMERICAN POWER CONVERSION CP,APCC.,029066107,0000835910,3620,335999
126554,01,000003,2000/06/05,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AGILENT TECHNOLOGIES INC,A,00846U101,0001090872,3826,334516
025434,01,000003,2000/06/08,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STARBUCKS CORP,SBUX,855244109,0000829224,5812,722513
113419,01,000003,2000/06/13,2009/12/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CONVERGYS CORP,CVG,212485106,0001062047,7389,561499
024008,01,000003,2000/06/16,2007/05/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MEDIMMUNE INC,MEDI,584699102,0000873591,2836,325414
016751,01,000003,2000/06/19,2004/08/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHARTER ONE FINANCIAL INC,CF.6,160903100,0000819692,6020,522110
014623,01,000003,2000/06/19,2012/06/04,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NOVELLUS SYSTEMS INC,NVLS.1,670008101,0000836106,3559,333295
013646,01,000003,2000/06/21,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,TIFFANY & CO,TIF,886547108,0000098246,5944,448310
028139,01,000003,2000/06/21,2007/07/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SANMINA CORP,SANM,801056102,0000897723,3672,334412
136648,01,000003,2000/06/29,2006/01/02,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VISTEON CORP,VC,92839U107,0001111335,3714,336320
029095,01,000003,2000/06/29,2006/01/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MERCURY INTERACTIVE CORP,MERQ,589405109,0000867058,7372,511210
066708,01,000003,2000/07/03,2016/01/31,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROADCOM CORP,BRCM,111320107,0001054374,3674,334413
137232,01,000003,2000/07/13,2011/11/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,JANUS CAPITAL GROUP INC,JNS,47102X105,,6282,523920
002549,01,000003,2000/07/17,2001/06/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CIT GROUP INC-OLD,CIT.1,125577106,0000020388,6172,522220
029241,01,000003,2000/07/27,2013/12/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,VIAVI SOLUTIONS INC,VIAV,925550105,0000912093,3576,334210
132502,01,000003,2000/07/28,2002/08/13,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,PALM INC,PALM,696643105,0001100389,3571,334111
006799,01,000003,2000/08/21,2007/08/26,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KEYSPAN CORP,KSE,49337W100,0001062379,4931,22111
014934,01,000003,2000/08/30,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DEVON ENERGY CORP,DVN,25179M103,0001090012,1311,211111
139662,01,000003,2000/10/02,2007/10/25,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AVAYA INC,5933B,053499109,0001116521,3663,334220
139665,01,000003,2000/10/03,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,MOODY'S CORP,MCO,615369105,0001059556,7323,561450
025495,01,000003,2000/10/03,2009/12/20,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,DYNEGY INC,DYN,26817G300,0001379895,1311,221112
112033,01,000003,2000/10/03,2010/12/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,KING PHARMACEUTICALS INC,KG,495582108,0001047699,2834,325412
001661,01,000003,2000/10/18,2015/03/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NABORS INDUSTRIES LTD,NBR,G6359F103,0001163739,1381,213111
065554,01,000003,2000/10/23,2005/03/13,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,POWER-ONE INC,PWER,73930R102,0001042825,3679,3344
007974,01,000003,2000/11/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,NISOURCE INC,NI,65473P105,0001111711,4932,221210
016478,01,000003,2000/11/02,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,EOG RESOURCES INC,EOG,26875P101,0000821189,1311,211111
063099,01,000003,2000/11/06,2001/09/03,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,BROADVISION INC,BVSN,111412706,0000920448,7370,5415
005723,01,000003,2000/11/17,2016/09/22,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STARWOOD HOTELS&RESORTS WRLD,HOT,85590A401,0000316206,7011,721110
004843,01,000003,2000/11/22,2014/06/30,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,FOREST LABORATORIES  -CL A,FRX,345838106,0000038074,2834,325412
003011,01,000003,2000/11/24,2006/04/19,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CHIRON CORP,CHIR.1,170040109,0000706539,2834,325412
063605,01,000003,2000/12/01,2005/12/01,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,CALPINE CORP,CPN,131347106,0000916457,4991,22111
002312,01,000003,2000/12/05,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ROBERT HALF INTL INC,RHI,770323103,0000315213,7363,561320
027928,01,000003,2000/12/11,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,INTUIT INC,INTU,461202103,0000896878,7372,511210
133768,01,000003,2000/12/11,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,METLIFE INC,MET,59156R108,0001099219,6311,524113
010232,01,000003,2000/12/11,2007/01/09,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,SYMBOL TECHNOLOGIES,SBL.2,871508107,0000278352,3577,334119
024287,01,000003,2000/12/11,2008/06/10,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,AMBAC FINANCIAL GROUP INC,AMBC,023139108,0000874501,6351,524126
001279,01,000003,2000/12/11,2011/02/27,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,ALLEGHENY ENERGY INC,AYE,017361106,0000003673,4911,2211
010115,01,000003,2000/12/12,,S&P 500 Comp-Ltd,LGCAP,I0003,,10,S&P,STRYKER CORP,SYK,863667101,0000310764,3842,339113
